order_details_id	order_id	order_date	order_time	order_datetime	item_id	item_name	category	price	price_range
2807	1241	2023-01-21	18:43:02	2023-01-21 18:43:02	101	Hamburger	American	12.95	$10 or more
2808	1241	2023-01-21	18:43:02	2023-01-21 18:43:02	104	Veggie Burger	American	10.50	$10 or more
2809	1241	2023-01-21	18:43:02	2023-01-21 18:43:02	131	Chicken Parmesan	Italian	17.95	$10 or more
2810	1242	2023-01-21	18:50:51	2023-01-21 18:50:51	120	Steak Torta	Mexican	13.95	$10 or more
2811	1242	2023-01-21	18:50:51	2023-01-21 18:50:51	120	Steak Torta	Mexican	13.95	$10 or more
2812	1242	2023-01-21	18:50:51	2023-01-21 18:50:51	106	French Fries	American	7.00	Under $10
2814	1243	2023-01-21	19:02:27	2023-01-21 19:02:27	118	Steak Burrito	Mexican	14.95	$10 or more
2815	1243	2023-01-21	19:02:27	2023-01-21 19:02:27	122	Chips & Salsa	Mexican	7.00	Under $10
2816	1244	2023-01-21	19:24:32	2023-01-21 19:24:32	101	Hamburger	American	12.95	$10 or more
2817	1244	2023-01-21	19:24:32	2023-01-21 19:24:32	115	Chicken Tacos	Mexican	11.95	$10 or more
2818	1244	2023-01-21	19:24:32	2023-01-21 19:24:32	111	California Roll	Asian	11.95	$10 or more
2819	1244	2023-01-21	19:24:32	2023-01-21 19:24:32	113	Edamame	Asian	5.00	Under $10
2820	1245	2023-01-21	19:26:35	2023-01-21 19:26:35	103	Hot Dog	American	9.00	Under $10
2821	1246	2023-01-21	19:36:04	2023-01-21 19:36:04	107	Orange Chicken	Asian	16.50	$10 or more
2822	1246	2023-01-21	19:36:04	2023-01-21 19:36:04	124	Spaghetti	Italian	14.50	$10 or more
2823	1246	2023-01-21	19:36:04	2023-01-21 19:36:04	123	Chips & Guacamole	Mexican	9.00	Under $10
2824	1247	2023-01-21	19:54:37	2023-01-21 19:54:37	108	Tofu Pad Thai	Asian	14.50	$10 or more
2825	1247	2023-01-21	19:54:37	2023-01-21 19:54:37	125	Spaghetti & Meatballs	Italian	17.95	$10 or more
2826	1247	2023-01-21	19:54:37	2023-01-21 19:54:37	109	Korean Beef Bowl	Asian	17.95	$10 or more
2827	1248	2023-01-21	20:13:51	2023-01-21 20:13:51	123	Chips & Guacamole	Mexican	9.00	Under $10
2828	1249	2023-01-21	20:40:44	2023-01-21 20:40:44	125	Spaghetti & Meatballs	Italian	17.95	$10 or more
2829	1249	2023-01-21	20:40:44	2023-01-21 20:40:44	123	Chips & Guacamole	Mexican	9.00	Under $10
2830	1250	2023-01-21	21:09:08	2023-01-21 21:09:08	107	Orange Chicken	Asian	16.50	$10 or more
2831	1250	2023-01-21	21:09:08	2023-01-21 21:09:08	127	Meat Lasagna	Italian	17.95	$10 or more
2832	1250	2023-01-21	21:09:08	2023-01-21 21:09:08	113	Edamame	Asian	5.00	Under $10
2833	1250	2023-01-21	21:09:08	2023-01-21 21:09:08	118	Steak Burrito	Mexican	14.95	$10 or more
2834	1251	2023-01-21	21:12:37	2023-01-21 21:12:37	118	Steak Burrito	Mexican	14.95	$10 or more
2835	1252	2023-01-21	21:32:07	2023-01-21 21:32:07	102	Cheeseburger	American	13.95	$10 or more
2836	1253	2023-01-22	11:34:52	2023-01-22 11:34:52	128	Cheese Lasagna	Italian	15.50	$10 or more
2837	1253	2023-01-22	11:34:52	2023-01-22 11:34:52	105	Mac & Cheese	American	7.00	Under $10
2838	1254	2023-01-22	11:56:03	2023-01-22 11:56:03	115	Chicken Tacos	Mexican	11.95	$10 or more
2839	1254	2023-01-22	11:56:03	2023-01-22 11:56:03	120	Steak Torta	Mexican	13.95	$10 or more
2840	1255	2023-01-22	12:05:34	2023-01-22 12:05:34	127	Meat Lasagna	Italian	17.95	$10 or more
2841	1255	2023-01-22	12:05:34	2023-01-22 12:05:34	131	Chicken Parmesan	Italian	17.95	$10 or more
2842	1255	2023-01-22	12:05:34	2023-01-22 12:05:34	132	Eggplant Parmesan	Italian	16.95	$10 or more
2843	1256	2023-01-22	12:06:15	2023-01-22 12:06:15	117	Chicken Burrito	Mexican	12.95	$10 or more
2844	1257	2023-01-22	12:07:53	2023-01-22 12:07:53	125	Spaghetti & Meatballs	Italian	17.95	$10 or more
2845	1257	2023-01-22	12:07:53	2023-01-22 12:07:53	120	Steak Torta	Mexican	13.95	$10 or more
2846	1257	2023-01-22	12:07:53	2023-01-22 12:07:53	132	Eggplant Parmesan	Italian	16.95	$10 or more
2847	1258	2023-01-22	12:18:53	2023-01-22 12:18:53	102	Cheeseburger	American	13.95	$10 or more
2848	1259	2023-01-22	12:22:47	2023-01-22 12:22:47	101	Hamburger	American	12.95	$10 or more
2849	1260	2023-01-22	12:31:07	2023-01-22 12:31:07	132	Eggplant Parmesan	Italian	16.95	$10 or more
2850	1261	2023-01-22	12:32:00	2023-01-22 12:32:00	107	Orange Chicken	Asian	16.50	$10 or more
2851	1261	2023-01-22	12:32:00	2023-01-22 12:32:00	104	Veggie Burger	American	10.50	$10 or more
2852	1261	2023-01-22	12:32:00	2023-01-22 12:32:00	113	Edamame	Asian	5.00	Under $10
2854	1262	2023-01-22	12:32:33	2023-01-22 12:32:33	129	Mushroom Ravioli	Italian	15.50	$10 or more
2855	1263	2023-01-22	12:39:12	2023-01-22 12:39:12	124	Spaghetti	Italian	14.50	$10 or more
2856	1264	2023-01-22	12:58:30	2023-01-22 12:58:30	122	Chips & Salsa	Mexican	7.00	Under $10
2857	1264	2023-01-22	12:58:30	2023-01-22 12:58:30	131	Chicken Parmesan	Italian	17.95	$10 or more
2858	1265	2023-01-22	12:59:26	2023-01-22 12:59:26	101	Hamburger	American	12.95	$10 or more
2859	1265	2023-01-22	12:59:26	2023-01-22 12:59:26	124	Spaghetti	Italian	14.50	$10 or more
2860	1265	2023-01-22	12:59:26	2023-01-22 12:59:26	109	Korean Beef Bowl	Asian	17.95	$10 or more
2861	1265	2023-01-22	12:59:26	2023-01-22 12:59:26	127	Meat Lasagna	Italian	17.95	$10 or more
2862	1265	2023-01-22	12:59:26	2023-01-22 12:59:26	128	Cheese Lasagna	Italian	15.50	$10 or more
2863	1265	2023-01-22	12:59:26	2023-01-22 12:59:26	111	California Roll	Asian	11.95	$10 or more
2864	1265	2023-01-22	12:59:26	2023-01-22 12:59:26	112	Salmon Roll	Asian	14.95	$10 or more
2865	1265	2023-01-22	12:59:26	2023-01-22 12:59:26	105	Mac & Cheese	American	7.00	Under $10
2866	1265	2023-01-22	12:59:26	2023-01-22 12:59:26	130	Shrimp Scampi	Italian	19.95	$10 or more
2867	1265	2023-01-22	12:59:26	2023-01-22 12:59:26	106	French Fries	American	7.00	Under $10
2868	1265	2023-01-22	12:59:26	2023-01-22 12:59:26	132	Eggplant Parmesan	Italian	16.95	$10 or more
2869	1266	2023-01-22	12:59:51	2023-01-22 12:59:51	101	Hamburger	American	12.95	$10 or more
2870	1266	2023-01-22	12:59:51	2023-01-22 12:59:51	104	Veggie Burger	American	10.50	$10 or more
2871	1267	2023-01-22	13:01:27	2023-01-22 13:01:27	112	Salmon Roll	Asian	14.95	$10 or more
2872	1268	2023-01-22	13:01:39	2023-01-22 13:01:39	109	Korean Beef Bowl	Asian	17.95	$10 or more
2873	1268	2023-01-22	13:01:39	2023-01-22 13:01:39	117	Chicken Burrito	Mexican	12.95	$10 or more
2874	1268	2023-01-22	13:01:39	2023-01-22 13:01:39	106	French Fries	American	7.00	Under $10
2875	1269	2023-01-22	13:04:41	2023-01-22 13:04:41	116	Steak Tacos	Mexican	13.95	$10 or more
2876	1270	2023-01-22	13:12:15	2023-01-22 13:12:15	132	Eggplant Parmesan	Italian	16.95	$10 or more
2877	1271	2023-01-22	13:14:17	2023-01-22 13:14:17	108	Tofu Pad Thai	Asian	14.50	$10 or more
2878	1271	2023-01-22	13:14:17	2023-01-22 13:14:17	111	California Roll	Asian	11.95	$10 or more
2879	1271	2023-01-22	13:14:17	2023-01-22 13:14:17	105	Mac & Cheese	American	7.00	Under $10
2880	1272	2023-01-22	13:14:37	2023-01-22 13:14:37	104	Veggie Burger	American	10.50	$10 or more
2881	1272	2023-01-22	13:14:37	2023-01-22 13:14:37	129	Mushroom Ravioli	Italian	15.50	$10 or more
2882	1273	2023-01-22	13:21:57	2023-01-22 13:21:57	107	Orange Chicken	Asian	16.50	$10 or more
2883	1274	2023-01-22	13:24:14	2023-01-22 13:24:14	101	Hamburger	American	12.95	$10 or more
2884	1274	2023-01-22	13:24:14	2023-01-22 13:24:14	101	Hamburger	American	12.95	$10 or more
2885	1274	2023-01-22	13:24:14	2023-01-22 13:24:14	102	Cheeseburger	American	13.95	$10 or more
2886	1274	2023-01-22	13:24:14	2023-01-22 13:24:14	103	Hot Dog	American	9.00	Under $10
2887	1274	2023-01-22	13:24:14	2023-01-22 13:24:14	104	Veggie Burger	American	10.50	$10 or more
2888	1274	2023-01-22	13:24:14	2023-01-22 13:24:14	108	Tofu Pad Thai	Asian	14.50	$10 or more
2889	1274	2023-01-22	13:24:14	2023-01-22 13:24:14	125	Spaghetti & Meatballs	Italian	17.95	$10 or more
2890	1274	2023-01-22	13:24:14	2023-01-22 13:24:14	109	Korean Beef Bowl	Asian	17.95	$10 or more
2891	1274	2023-01-22	13:24:14	2023-01-22 13:24:14	127	Meat Lasagna	Italian	17.95	$10 or more
2892	1274	2023-01-22	13:24:14	2023-01-22 13:24:14	120	Steak Torta	Mexican	13.95	$10 or more
2893	1274	2023-01-22	13:24:14	2023-01-22 13:24:14	131	Chicken Parmesan	Italian	17.95	$10 or more
2894	1274	2023-01-22	13:24:14	2023-01-22 13:24:14	106	French Fries	American	7.00	Under $10
2895	1274	2023-01-22	13:24:14	2023-01-22 13:24:14	132	Eggplant Parmesan	Italian	16.95	$10 or more
2896	1275	2023-01-22	13:26:25	2023-01-22 13:26:25	127	Meat Lasagna	Italian	17.95	$10 or more
2897	1276	2023-01-22	13:46:36	2023-01-22 13:46:36	127	Meat Lasagna	Italian	17.95	$10 or more
2898	1277	2023-01-22	13:46:44	2023-01-22 13:46:44	108	Tofu Pad Thai	Asian	14.50	$10 or more
2899	1277	2023-01-22	13:46:44	2023-01-22 13:46:44	123	Chips & Guacamole	Mexican	9.00	Under $10
2900	1278	2023-01-22	14:07:34	2023-01-22 14:07:34	101	Hamburger	American	12.95	$10 or more
2901	1278	2023-01-22	14:07:34	2023-01-22 14:07:34	131	Chicken Parmesan	Italian	17.95	$10 or more
2902	1278	2023-01-22	14:07:34	2023-01-22 14:07:34	106	French Fries	American	7.00	Under $10
2903	1278	2023-01-22	14:07:34	2023-01-22 14:07:34	114	Potstickers	Asian	9.00	Under $10
2904	1279	2023-01-22	14:16:38	2023-01-22 14:16:38	122	Chips & Salsa	Mexican	7.00	Under $10
2905	1279	2023-01-22	14:16:38	2023-01-22 14:16:38	122	Chips & Salsa	Mexican	7.00	Under $10
2906	1280	2023-01-22	14:44:54	2023-01-22 14:44:54	125	Spaghetti & Meatballs	Italian	17.95	$10 or more
2907	1281	2023-01-22	15:13:10	2023-01-22 15:13:10	120	Steak Torta	Mexican	13.95	$10 or more
2908	1282	2023-01-22	15:16:54	2023-01-22 15:16:54	107	Orange Chicken	Asian	16.50	$10 or more
2909	1282	2023-01-22	15:16:54	2023-01-22 15:16:54	113	Edamame	Asian	5.00	Under $10
2910	1283	2023-01-22	15:47:42	2023-01-22 15:47:42	104	Veggie Burger	American	10.50	$10 or more
2911	1283	2023-01-22	15:47:42	2023-01-22 15:47:42	108	Tofu Pad Thai	Asian	14.50	$10 or more
2912	1283	2023-01-22	15:47:42	2023-01-22 15:47:42	117	Chicken Burrito	Mexican	12.95	$10 or more
2913	1283	2023-01-22	15:47:42	2023-01-22 15:47:42	122	Chips & Salsa	Mexican	7.00	Under $10
2914	1284	2023-01-22	15:53:38	2023-01-22 15:53:38	102	Cheeseburger	American	13.95	$10 or more
2915	1284	2023-01-22	15:53:38	2023-01-22 15:53:38	109	Korean Beef Bowl	Asian	17.95	$10 or more
2916	1285	2023-01-22	16:18:42	2023-01-22 16:18:42	113	Edamame	Asian	5.00	Under $10
2917	1285	2023-01-22	16:18:42	2023-01-22 16:18:42	130	Shrimp Scampi	Italian	19.95	$10 or more
2918	1286	2023-01-22	16:29:13	2023-01-22 16:29:13	109	Korean Beef Bowl	Asian	17.95	$10 or more
2919	1286	2023-01-22	16:29:13	2023-01-22 16:29:13	113	Edamame	Asian	5.00	Under $10
2920	1287	2023-01-22	16:38:25	2023-01-22 16:38:25	108	Tofu Pad Thai	Asian	14.50	$10 or more
2921	1288	2023-01-22	17:10:07	2023-01-22 17:10:07	103	Hot Dog	American	9.00	Under $10
2922	1289	2023-01-22	17:11:54	2023-01-22 17:11:54	101	Hamburger	American	12.95	$10 or more
2923	1289	2023-01-22	17:11:54	2023-01-22 17:11:54	108	Tofu Pad Thai	Asian	14.50	$10 or more
2924	1290	2023-01-22	17:17:19	2023-01-22 17:17:19	101	Hamburger	American	12.95	$10 or more
2925	1290	2023-01-22	17:17:19	2023-01-22 17:17:19	112	Salmon Roll	Asian	14.95	$10 or more
2926	1290	2023-01-22	17:17:19	2023-01-22 17:17:19	122	Chips & Salsa	Mexican	7.00	Under $10
2927	1290	2023-01-22	17:17:19	2023-01-22 17:17:19	114	Potstickers	Asian	9.00	Under $10
2928	1291	2023-01-22	17:20:13	2023-01-22 17:20:13	111	California Roll	Asian	11.95	$10 or more
2929	1291	2023-01-22	17:20:13	2023-01-22 17:20:13	113	Edamame	Asian	5.00	Under $10
2930	1291	2023-01-22	17:20:13	2023-01-22 17:20:13	122	Chips & Salsa	Mexican	7.00	Under $10
2931	1291	2023-01-22	17:20:13	2023-01-22 17:20:13	114	Potstickers	Asian	9.00	Under $10
2932	1292	2023-01-22	17:35:48	2023-01-22 17:35:48	124	Spaghetti	Italian	14.50	$10 or more
2933	1292	2023-01-22	17:35:48	2023-01-22 17:35:48	109	Korean Beef Bowl	Asian	17.95	$10 or more
2934	1293	2023-01-22	17:37:59	2023-01-22 17:37:59	112	Salmon Roll	Asian	14.95	$10 or more
2935	1294	2023-01-22	17:43:01	2023-01-22 17:43:01	109	Korean Beef Bowl	Asian	17.95	$10 or more
2936	1294	2023-01-22	17:43:01	2023-01-22 17:43:01	127	Meat Lasagna	Italian	17.95	$10 or more
2937	1295	2023-01-22	17:44:59	2023-01-22 17:44:59	102	Cheeseburger	American	13.95	$10 or more
2938	1295	2023-01-22	17:44:59	2023-01-22 17:44:59	102	Cheeseburger	American	13.95	$10 or more
2939	1295	2023-01-22	17:44:59	2023-01-22 17:44:59	117	Chicken Burrito	Mexican	12.95	$10 or more
2940	1296	2023-01-22	17:46:53	2023-01-22 17:46:53	103	Hot Dog	American	9.00	Under $10
2941	1296	2023-01-22	17:46:53	2023-01-22 17:46:53	125	Spaghetti & Meatballs	Italian	17.95	$10 or more
2942	1297	2023-01-22	17:51:53	2023-01-22 17:51:53	108	Tofu Pad Thai	Asian	14.50	$10 or more
2943	1297	2023-01-22	17:51:53	2023-01-22 17:51:53	128	Cheese Lasagna	Italian	15.50	$10 or more
2944	1297	2023-01-22	17:51:53	2023-01-22 17:51:53	120	Steak Torta	Mexican	13.95	$10 or more
2945	1297	2023-01-22	17:51:53	2023-01-22 17:51:53	122	Chips & Salsa	Mexican	7.00	Under $10
2946	1298	2023-01-22	17:54:25	2023-01-22 17:54:25	124	Spaghetti	Italian	14.50	$10 or more
2947	1298	2023-01-22	17:54:25	2023-01-22 17:54:25	111	California Roll	Asian	11.95	$10 or more
2949	1299	2023-01-22	17:56:07	2023-01-22 17:56:07	117	Chicken Burrito	Mexican	12.95	$10 or more
2950	1299	2023-01-22	17:56:07	2023-01-22 17:56:07	113	Edamame	Asian	5.00	Under $10
2951	1299	2023-01-22	17:56:07	2023-01-22 17:56:07	120	Steak Torta	Mexican	13.95	$10 or more
2952	1300	2023-01-22	18:28:51	2023-01-22 18:28:51	113	Edamame	Asian	5.00	Under $10
2953	1300	2023-01-22	18:28:51	2023-01-22 18:28:51	105	Mac & Cheese	American	7.00	Under $10
2954	1301	2023-01-22	18:42:08	2023-01-22 18:42:08	101	Hamburger	American	12.95	$10 or more
2955	1301	2023-01-22	18:42:08	2023-01-22 18:42:08	108	Tofu Pad Thai	Asian	14.50	$10 or more
2956	1301	2023-01-22	18:42:08	2023-01-22 18:42:08	106	French Fries	American	7.00	Under $10
2958	1302	2023-01-22	18:44:04	2023-01-22 18:44:04	109	Korean Beef Bowl	Asian	17.95	$10 or more
2959	1302	2023-01-22	18:44:04	2023-01-22 18:44:04	109	Korean Beef Bowl	Asian	17.95	$10 or more
2960	1303	2023-01-22	18:53:13	2023-01-22 18:53:13	107	Orange Chicken	Asian	16.50	$10 or more
2961	1303	2023-01-22	18:53:13	2023-01-22 18:53:13	129	Mushroom Ravioli	Italian	15.50	$10 or more
2962	1303	2023-01-22	18:53:13	2023-01-22 18:53:13	129	Mushroom Ravioli	Italian	15.50	$10 or more
2963	1303	2023-01-22	18:53:13	2023-01-22 18:53:13	118	Steak Burrito	Mexican	14.95	$10 or more
2964	1304	2023-01-22	19:02:50	2023-01-22 19:02:50	113	Edamame	Asian	5.00	Under $10
2965	1305	2023-01-22	19:24:01	2023-01-22 19:24:01	120	Steak Torta	Mexican	13.95	$10 or more
2966	1306	2023-01-22	19:35:25	2023-01-22 19:35:25	124	Spaghetti	Italian	14.50	$10 or more
2967	1306	2023-01-22	19:35:25	2023-01-22 19:35:25	105	Mac & Cheese	American	7.00	Under $10
2968	1307	2023-01-22	19:39:20	2023-01-22 19:39:20	115	Chicken Tacos	Mexican	11.95	$10 or more
2969	1308	2023-01-22	19:43:14	2023-01-22 19:43:14	116	Steak Tacos	Mexican	13.95	$10 or more
2970	1309	2023-01-22	20:04:42	2023-01-22 20:04:42	108	Tofu Pad Thai	Asian	14.50	$10 or more
2971	1310	2023-01-22	20:19:33	2023-01-22 20:19:33	102	Cheeseburger	American	13.95	$10 or more
2972	1310	2023-01-22	20:19:33	2023-01-22 20:19:33	131	Chicken Parmesan	Italian	17.95	$10 or more
2973	1311	2023-01-22	20:21:28	2023-01-22 20:21:28	124	Spaghetti	Italian	14.50	$10 or more
2974	1311	2023-01-22	20:21:28	2023-01-22 20:21:28	106	French Fries	American	7.00	Under $10
2975	1312	2023-01-22	20:23:41	2023-01-22 20:23:41	131	Chicken Parmesan	Italian	17.95	$10 or more
2976	1313	2023-01-22	20:24:29	2023-01-22 20:24:29	113	Edamame	Asian	5.00	Under $10
2977	1314	2023-01-22	20:40:55	2023-01-22 20:40:55	108	Tofu Pad Thai	Asian	14.50	$10 or more
2978	1314	2023-01-22	20:40:55	2023-01-22 20:40:55	111	California Roll	Asian	11.95	$10 or more
2979	1314	2023-01-22	20:40:55	2023-01-22 20:40:55	132	Eggplant Parmesan	Italian	16.95	$10 or more
2980	1315	2023-01-22	20:46:44	2023-01-22 20:46:44	119	Chicken Torta	Mexican	11.95	$10 or more
2981	1315	2023-01-22	20:46:44	2023-01-22 20:46:44	130	Shrimp Scampi	Italian	19.95	$10 or more
2982	1316	2023-01-22	20:48:12	2023-01-22 20:48:12	111	California Roll	Asian	11.95	$10 or more
2983	1317	2023-01-22	21:00:41	2023-01-22 21:00:41	106	French Fries	American	7.00	Under $10
2984	1318	2023-01-22	21:36:48	2023-01-22 21:36:48	117	Chicken Burrito	Mexican	12.95	$10 or more
2985	1318	2023-01-22	21:36:48	2023-01-22 21:36:48	106	French Fries	American	7.00	Under $10
2986	1319	2023-01-22	22:24:05	2023-01-22 22:24:05	113	Edamame	Asian	5.00	Under $10
2987	1319	2023-01-22	22:24:05	2023-01-22 22:24:05	118	Steak Burrito	Mexican	14.95	$10 or more
2988	1319	2023-01-22	22:24:05	2023-01-22 22:24:05	130	Shrimp Scampi	Italian	19.95	$10 or more
2989	1320	2023-01-22	23:02:31	2023-01-22 23:02:31	124	Spaghetti	Italian	14.50	$10 or more
2990	1320	2023-01-22	23:02:31	2023-01-22 23:02:31	105	Mac & Cheese	American	7.00	Under $10
2991	1321	2023-01-23	11:17:12	2023-01-23 11:17:12	124	Spaghetti	Italian	14.50	$10 or more
2992	1321	2023-01-23	11:17:12	2023-01-23 11:17:12	111	California Roll	Asian	11.95	$10 or more
2993	1321	2023-01-23	11:17:12	2023-01-23 11:17:12	118	Steak Burrito	Mexican	14.95	$10 or more
2994	1322	2023-01-23	11:28:28	2023-01-23 11:28:28	102	Cheeseburger	American	13.95	$10 or more
2995	1322	2023-01-23	11:28:28	2023-01-23 11:28:28	118	Steak Burrito	Mexican	14.95	$10 or more
2996	1323	2023-01-23	11:45:37	2023-01-23 11:45:37	124	Spaghetti	Italian	14.50	$10 or more
2997	1323	2023-01-23	11:45:37	2023-01-23 11:45:37	109	Korean Beef Bowl	Asian	17.95	$10 or more
2998	1323	2023-01-23	11:45:37	2023-01-23 11:45:37	109	Korean Beef Bowl	Asian	17.95	$10 or more
2999	1323	2023-01-23	11:45:37	2023-01-23 11:45:37	110	Pork Ramen	Asian	17.95	$10 or more
3000	1323	2023-01-23	11:45:37	2023-01-23 11:45:37	129	Mushroom Ravioli	Italian	15.50	$10 or more
3001	1323	2023-01-23	11:45:37	2023-01-23 11:45:37	112	Salmon Roll	Asian	14.95	$10 or more
3002	1323	2023-01-23	11:45:37	2023-01-23 11:45:37	120	Steak Torta	Mexican	13.95	$10 or more
3003	1323	2023-01-23	11:45:37	2023-01-23 11:45:37	105	Mac & Cheese	American	7.00	Under $10
3004	1323	2023-01-23	11:45:37	2023-01-23 11:45:37	114	Potstickers	Asian	9.00	Under $10
3005	1324	2023-01-23	11:46:56	2023-01-23 11:46:56	116	Steak Tacos	Mexican	13.95	$10 or more
3006	1324	2023-01-23	11:46:56	2023-01-23 11:46:56	111	California Roll	Asian	11.95	$10 or more
3007	1324	2023-01-23	11:46:56	2023-01-23 11:46:56	119	Chicken Torta	Mexican	11.95	$10 or more
3008	1325	2023-01-23	11:50:45	2023-01-23 11:50:45	108	Tofu Pad Thai	Asian	14.50	$10 or more
3009	1325	2023-01-23	11:50:45	2023-01-23 11:50:45	129	Mushroom Ravioli	Italian	15.50	$10 or more
3010	1325	2023-01-23	11:50:45	2023-01-23 11:50:45	112	Salmon Roll	Asian	14.95	$10 or more
3011	1326	2023-01-23	12:00:54	2023-01-23 12:00:54	103	Hot Dog	American	9.00	Under $10
3012	1326	2023-01-23	12:00:54	2023-01-23 12:00:54	125	Spaghetti & Meatballs	Italian	17.95	$10 or more
3013	1327	2023-01-23	12:01:01	2023-01-23 12:01:01	127	Meat Lasagna	Italian	17.95	$10 or more
3014	1328	2023-01-23	12:29:42	2023-01-23 12:29:42	101	Hamburger	American	12.95	$10 or more
3015	1329	2023-01-23	12:49:11	2023-01-23 12:49:11	118	Steak Burrito	Mexican	14.95	$10 or more
3016	1330	2023-01-23	12:54:53	2023-01-23 12:54:53	107	Orange Chicken	Asian	16.50	$10 or more
3017	1330	2023-01-23	12:54:53	2023-01-23 12:54:53	126	Fettuccine Alfredo	Italian	14.50	$10 or more
3018	1331	2023-01-23	12:54:56	2023-01-23 12:54:56	112	Salmon Roll	Asian	14.95	$10 or more
3019	1331	2023-01-23	12:54:56	2023-01-23 12:54:56	119	Chicken Torta	Mexican	11.95	$10 or more
3020	1331	2023-01-23	12:54:56	2023-01-23 12:54:56	106	French Fries	American	7.00	Under $10
3021	1332	2023-01-23	12:55:29	2023-01-23 12:55:29	112	Salmon Roll	Asian	14.95	$10 or more
3022	1333	2023-01-23	12:57:07	2023-01-23 12:57:07	125	Spaghetti & Meatballs	Italian	17.95	$10 or more
3023	1333	2023-01-23	12:57:07	2023-01-23 12:57:07	112	Salmon Roll	Asian	14.95	$10 or more
3024	1334	2023-01-23	13:00:58	2023-01-23 13:00:58	125	Spaghetti & Meatballs	Italian	17.95	$10 or more
3025	1335	2023-01-23	13:10:36	2023-01-23 13:10:36	121	Cheese Quesadillas	Mexican	10.50	$10 or more
3026	1336	2023-01-23	13:14:10	2023-01-23 13:14:10	113	Edamame	Asian	5.00	Under $10
3027	1337	2023-01-23	13:44:49	2023-01-23 13:44:49	107	Orange Chicken	Asian	16.50	$10 or more
3028	1338	2023-01-23	13:47:01	2023-01-23 13:47:01	117	Chicken Burrito	Mexican	12.95	$10 or more
3029	1338	2023-01-23	13:47:01	2023-01-23 13:47:01	119	Chicken Torta	Mexican	11.95	$10 or more
3031	1339	2023-01-23	14:10:45	2023-01-23 14:10:45	107	Orange Chicken	Asian	16.50	$10 or more
3032	1339	2023-01-23	14:10:45	2023-01-23 14:10:45	127	Meat Lasagna	Italian	17.95	$10 or more
3033	1340	2023-01-23	14:12:26	2023-01-23 14:12:26	124	Spaghetti	Italian	14.50	$10 or more
3034	1340	2023-01-23	14:12:26	2023-01-23 14:12:26	125	Spaghetti & Meatballs	Italian	17.95	$10 or more
3035	1340	2023-01-23	14:12:26	2023-01-23 14:12:26	126	Fettuccine Alfredo	Italian	14.50	$10 or more
3036	1340	2023-01-23	14:12:26	2023-01-23 14:12:26	110	Pork Ramen	Asian	17.95	$10 or more
3037	1340	2023-01-23	14:12:26	2023-01-23 14:12:26	122	Chips & Salsa	Mexican	7.00	Under $10
3038	1340	2023-01-23	14:12:26	2023-01-23 14:12:26	130	Shrimp Scampi	Italian	19.95	$10 or more
3039	1341	2023-01-23	14:15:37	2023-01-23 14:15:37	103	Hot Dog	American	9.00	Under $10
3040	1341	2023-01-23	14:15:37	2023-01-23 14:15:37	108	Tofu Pad Thai	Asian	14.50	$10 or more
3041	1341	2023-01-23	14:15:37	2023-01-23 14:15:37	125	Spaghetti & Meatballs	Italian	17.95	$10 or more
3042	1341	2023-01-23	14:15:37	2023-01-23 14:15:37	110	Pork Ramen	Asian	17.95	$10 or more
3043	1342	2023-01-23	14:17:05	2023-01-23 14:17:05	102	Cheeseburger	American	13.95	$10 or more
3044	1343	2023-01-23	14:29:11	2023-01-23 14:29:11	106	French Fries	American	7.00	Under $10
3045	1344	2023-01-23	14:58:58	2023-01-23 14:58:58	124	Spaghetti	Italian	14.50	$10 or more
3046	1345	2023-01-23	15:01:02	2023-01-23 15:01:02	129	Mushroom Ravioli	Italian	15.50	$10 or more
3047	1345	2023-01-23	15:01:02	2023-01-23 15:01:02	130	Shrimp Scampi	Italian	19.95	$10 or more
3048	1346	2023-01-23	15:25:17	2023-01-23 15:25:17	125	Spaghetti & Meatballs	Italian	17.95	$10 or more
3049	1346	2023-01-23	15:25:17	2023-01-23 15:25:17	106	French Fries	American	7.00	Under $10
3050	1347	2023-01-23	15:32:59	2023-01-23 15:32:59	101	Hamburger	American	12.95	$10 or more
3051	1347	2023-01-23	15:32:59	2023-01-23 15:32:59	125	Spaghetti & Meatballs	Italian	17.95	$10 or more
3052	1347	2023-01-23	15:32:59	2023-01-23 15:32:59	109	Korean Beef Bowl	Asian	17.95	$10 or more
3053	1348	2023-01-23	15:50:01	2023-01-23 15:50:01	106	French Fries	American	7.00	Under $10
3054	1349	2023-01-23	16:03:08	2023-01-23 16:03:08	122	Chips & Salsa	Mexican	7.00	Under $10
3055	1349	2023-01-23	16:03:08	2023-01-23 16:03:08	132	Eggplant Parmesan	Italian	16.95	$10 or more
3056	1350	2023-01-23	16:05:24	2023-01-23 16:05:24	102	Cheeseburger	American	13.95	$10 or more
3057	1350	2023-01-23	16:05:24	2023-01-23 16:05:24	113	Edamame	Asian	5.00	Under $10
3058	1351	2023-01-23	16:06:00	2023-01-23 16:06:00	117	Chicken Burrito	Mexican	12.95	$10 or more
3059	1351	2023-01-23	16:06:00	2023-01-23 16:06:00	111	California Roll	Asian	11.95	$10 or more
3060	1352	2023-01-23	16:12:21	2023-01-23 16:12:21	129	Mushroom Ravioli	Italian	15.50	$10 or more
